[1721029503.735991389] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.762964940] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.790080825] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.794443956] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.821423160] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029503.847479938] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
# Size      Bandwidth (MB/s)
1                       9.04
2                      18.20
4                      36.20
8                      72.69
16                    118.64
32                    292.48
64                    458.43
128                   638.04
256                  1150.74
512                  2169.35
1024                 3719.63
2048                 6247.31
4096                 3931.11
8192                 6984.63
16384               10424.73
32768               15204.61
65536               19575.72
131072              22179.79
262144              26595.28
524288              25980.42
1048576             22420.52
2097152             18784.61
4194304             15455.93

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.53
2                      21.11
4                      43.29
8                      86.89
16                    142.61
32                    275.52
64                    465.29
128                   663.40
256                  1142.23
512                  2171.83
1024                 3691.78
2048                 6202.30
4096                 3906.86
8192                 6746.36
16384                9992.82
32768               15029.76
65536               19446.79
131072              22975.21
262144              26251.19
524288              25849.57
1048576             22340.16
2097152             18791.11
4194304             15980.89
[1721029552.976441967] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029553.003249637] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029553.024686536] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029553.030050702] thin003.hpc.rd.areasciencepark.it:rank0.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029553.051740024] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted
[1721029553.078200520] thin003.hpc.rd.areasciencepark.it:rank1.osu_bibw: Failed to modify UD QP to INIT on mlx5_0: Operation not permitted

# OSU MPI Bi-Directional Bandwidth Test v7.4
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       9.25
2                      19.03
4                      41.61
8                      75.82
16                    160.76
32                    303.22
64                    454.16
128                   652.78
256                  1137.29
512                  2209.95
1024                 3723.05
2048                 6240.92
4096                 3993.52
8192                 7100.56
