Size,Measure,CNI,Nodes,Benchmark
4,39.39,calico,1,multi-latency
8,39.67,calico,1,multi-latency
16,39.42,calico,1,multi-latency
32,39.43,calico,1,multi-latency
64,39.5,calico,1,multi-latency
128,39.45,calico,1,multi-latency
256,39.49,calico,1,multi-latency
512,28.3,calico,1,multi-latency
1024,28.41,calico,1,multi-latency
2048,28.83,calico,1,multi-latency
4096,30.77,calico,1,multi-latency
8192,41.39,calico,1,multi-latency
16384,43.47,calico,1,multi-latency
32768,52.38,calico,1,multi-latency
65536,176.18,calico,1,multi-latency
131072,196.49,calico,1,multi-latency
262144,284.47,calico,1,multi-latency
524288,349.95,calico,1,multi-latency
1048576,569.78,calico,1,multi-latency
2097152,1027.3,calico,1,multi-latency
4194304,2134.04,calico,1,multi-latency
1,39.37,calico,1,multi-latency
2,39.43,calico,1,multi-latency
4,39.41,calico,1,multi-latency
8,39.49,calico,1,multi-latency
16,39.46,calico,1,multi-latency
32,39.49,calico,1,multi-latency
64,39.47,calico,1,multi-latency
128,39.41,calico,1,multi-latency
256,39.46,calico,1,multi-latency
512,28.26,calico,1,multi-latency
1024,28.41,calico,1,multi-latency
2048,28.95,calico,1,multi-latency
4096,30.93,calico,1,multi-latency
8192,31.59,calico,1,multi-latency
16384,43.56,calico,1,multi-latency
32768,52.25,calico,1,multi-latency
65536,176.34,calico,1,multi-latency
131072,197.13,calico,1,multi-latency
262144,283.35,calico,1,multi-latency
524288,425.9,calico,1,multi-latency
1048576,570.85,calico,1,multi-latency
2097152,1016.42,calico,1,multi-latency
4194304,2134.23,calico,1,multi-latency
1,39.47,calico,1,multi-latency
2,39.44,calico,1,multi-latency
4,39.48,calico,1,multi-latency
8,39.5,calico,1,multi-latency
16,39.51,calico,1,multi-latency
32,39.51,calico,1,multi-latency
64,39.56,calico,1,multi-latency
128,39.55,calico,1,multi-latency
256,39.59,calico,1,multi-latency
512,28.36,calico,1,multi-latency
1024,28.53,calico,1,multi-latency
2048,28.89,calico,1,multi-latency
4096,30.77,calico,1,multi-latency
8192,41.48,calico,1,multi-latency
16384,43.31,calico,1,multi-latency
32768,52.64,calico,1,multi-latency
65536,175.94,calico,1,multi-latency
131072,199.16,calico,1,multi-latency
262144,285.68,calico,1,multi-latency
524288,424.41,calico,1,multi-latency
1048576,570.65,calico,1,multi-latency
2097152,1014.43,calico,1,multi-latency
4194304,2140.15,calico,1,multi-latency
1,39.53,calico,1,multi-latency
2,39.56,calico,1,multi-latency
4,39.49,calico,1,multi-latency
8,39.49,calico,1,multi-latency
16,39.57,calico,1,multi-latency
32,39.54,calico,1,multi-latency
64,39.66,calico,1,multi-latency
128,39.62,calico,1,multi-latency
256,39.62,calico,1,multi-latency
512,28.44,calico,1,multi-latency
1024,28.56,calico,1,multi-latency
2048,28.81,calico,1,multi-latency
4096,31.04,calico,1,multi-latency
8192,41.34,calico,1,multi-latency
16384,43.46,calico,1,multi-latency
32768,65.74,calico,1,multi-latency
65536,175.56,calico,1,multi-latency
131072,196.72,calico,1,multi-latency
262144,283.35,calico,1,multi-latency
524288,351.45,calico,1,multi-latency
1048576,569.6,calico,1,multi-latency
2097152,1015.22,calico,1,multi-latency
4194304,2136.33,calico,1,multi-latency
1,39.33,calico,1,multi-latency
2,39.4,calico,1,multi-latency
4,39.36,calico,1,multi-latency
8,39.4,calico,1,multi-latency
16,39.36,calico,1,multi-latency
32,39.38,calico,1,multi-latency
64,39.44,calico,1,multi-latency
128,39.42,calico,1,multi-latency
256,39.5,calico,1,multi-latency
512,28.24,calico,1,multi-latency
1024,28.4,calico,1,multi-latency
2048,28.94,calico,1,multi-latency
4096,31.07,calico,1,multi-latency
8192,31.34,calico,1,multi-latency
16384,43.57,calico,1,multi-latency
32768,52.59,calico,1,multi-latency
65536,175.19,calico,1,multi-latency
131072,204.15,calico,1,multi-latency
262144,283.4,calico,1,multi-latency
524288,348.64,calico,1,multi-latency
1048576,569.78,calico,1,multi-latency
2097152,1016.93,calico,1,multi-latency
4194304,2137.51,calico,1,multi-latency
1,34.73,calico,1,multi-latency
2,34.74,calico,1,multi-latency
4,34.75,calico,1,multi-latency
8,34.77,calico,1,multi-latency
16,34.76,calico,1,multi-latency
32,34.77,calico,1,multi-latency
64,35.33,calico,1,multi-latency
128,34.8,calico,1,multi-latency
256,34.8,calico,1,multi-latency
512,25.19,calico,1,multi-latency
1024,25.13,calico,1,multi-latency
2048,25.41,calico,1,multi-latency
4096,27.12,calico,1,multi-latency
8192,36.59,calico,1,multi-latency
16384,38.37,calico,1,multi-latency
32768,58.26,calico,1,multi-latency
65536,155.23,calico,1,multi-latency
131072,204.61,calico,1,multi-latency
262144,285.58,calico,1,multi-latency
524288,426.82,calico,1,multi-latency
1048576,597.17,calico,1,multi-latency
2097152,1016.79,calico,1,multi-latency
4194304,2140.94,calico,1,multi-latency
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.44,calico,1,bw
128,6.88,calico,1,bw
256,9.73,calico,1,bw
512,19.46,calico,1,bw
1024,38.81,calico,1,bw
2048,59.86,calico,1,bw
4096,117.46,calico,1,bw
8192,233.66,calico,1,bw
16384,464.47,calico,1,bw
32768,882.4,calico,1,bw
65536,724.73,calico,1,bw
131072,1396.49,calico,1,bw
262144,1946.98,calico,1,bw
524288,2155.0,calico,1,bw
1048576,2324.96,calico,1,bw
2097152,2472.88,calico,1,bw
4194304,2518.57,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.43,calico,1,bw
128,6.88,calico,1,bw
256,9.73,calico,1,bw
512,19.51,calico,1,bw
1024,38.77,calico,1,bw
2048,59.8,calico,1,bw
4096,117.22,calico,1,bw
8192,233.14,calico,1,bw
16384,463.27,calico,1,bw
32768,878.55,calico,1,bw
65536,720.38,calico,1,bw
131072,1398.12,calico,1,bw
262144,1935.58,calico,1,bw
524288,2149.94,calico,1,bw
1048576,2313.42,calico,1,bw
2097152,2465.21,calico,1,bw
4194304,2505.38,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.73,calico,1,bw
64,3.44,calico,1,bw
128,6.9,calico,1,bw
256,9.75,calico,1,bw
512,19.56,calico,1,bw
1024,39.0,calico,1,bw
2048,60.23,calico,1,bw
4096,118.03,calico,1,bw
8192,235.35,calico,1,bw
16384,465.88,calico,1,bw
32768,887.06,calico,1,bw
65536,723.9,calico,1,bw
131072,1396.27,calico,1,bw
262144,1899.89,calico,1,bw
524288,2157.24,calico,1,bw
1048576,2313.21,calico,1,bw
2097152,2467.09,calico,1,bw
4194304,2502.78,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.87,calico,1,bw
32,1.73,calico,1,bw
64,3.46,calico,1,bw
128,6.92,calico,1,bw
256,13.83,calico,1,bw
512,19.61,calico,1,bw
1024,39.17,calico,1,bw
2048,60.36,calico,1,bw
4096,118.38,calico,1,bw
8192,236.5,calico,1,bw
16384,804.1,calico,1,bw
32768,895.09,calico,1,bw
65536,722.97,calico,1,bw
131072,1404.94,calico,1,bw
262144,1937.79,calico,1,bw
524288,2156.63,calico,1,bw
1048576,2319.91,calico,1,bw
2097152,2443.92,calico,1,bw
4194304,2508.9,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.44,calico,1,bw
128,6.87,calico,1,bw
256,9.7,calico,1,bw
512,19.49,calico,1,bw
1024,38.75,calico,1,bw
2048,59.88,calico,1,bw
4096,117.68,calico,1,bw
8192,234.25,calico,1,bw
16384,466.48,calico,1,bw
32768,1406.56,calico,1,bw
65536,720.27,calico,1,bw
131072,1401.82,calico,1,bw
262144,1927.63,calico,1,bw
524288,2152.92,calico,1,bw
1048576,2321.64,calico,1,bw
2097152,2467.46,calico,1,bw
4194304,2506.27,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.73,calico,1,bw
64,3.46,calico,1,bw
128,6.91,calico,1,bw
256,9.76,calico,1,bw
512,19.59,calico,1,bw
1024,39.02,calico,1,bw
2048,60.18,calico,1,bw
4096,117.96,calico,1,bw
8192,234.95,calico,1,bw
16384,466.88,calico,1,bw
32768,1412.2,calico,1,bw
65536,720.11,calico,1,bw
131072,1404.34,calico,1,bw
262144,1929.67,calico,1,bw
524288,2158.85,calico,1,bw
1048576,2318.27,calico,1,bw
2097152,2464.21,calico,1,bw
4194304,2512.21,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.21,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.71,calico,1,bw
64,3.43,calico,1,bw
128,6.85,calico,1,bw
256,9.7,calico,1,bw
512,19.42,calico,1,bw
1024,38.7,calico,1,bw
2048,59.97,calico,1,bw
4096,117.83,calico,1,bw
8192,234.24,calico,1,bw
16384,464.59,calico,1,bw
32768,1378.13,calico,1,bw
65536,721.92,calico,1,bw
131072,1401.67,calico,1,bw
262144,1910.0,calico,1,bw
524288,2140.74,calico,1,bw
1048576,2308.02,calico,1,bw
2097152,2463.7,calico,1,bw
4194304,2513.92,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.73,calico,1,bw
64,3.45,calico,1,bw
128,6.9,calico,1,bw
256,9.77,calico,1,bw
512,19.56,calico,1,bw
1024,39.02,calico,1,bw
2048,60.06,calico,1,bw
4096,117.92,calico,1,bw
8192,234.6,calico,1,bw
16384,464.69,calico,1,bw
32768,879.13,calico,1,bw
65536,720.93,calico,1,bw
131072,1400.57,calico,1,bw
262144,1930.84,calico,1,bw
524288,2159.27,calico,1,bw
1048576,2311.48,calico,1,bw
2097152,2467.29,calico,1,bw
4194304,2504.79,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.44,calico,1,bw
128,6.89,calico,1,bw
256,13.76,calico,1,bw
512,19.46,calico,1,bw
1024,38.99,calico,1,bw
2048,60.35,calico,1,bw
4096,118.31,calico,1,bw
8192,235.3,calico,1,bw
16384,467.49,calico,1,bw
32768,1409.18,calico,1,bw
65536,723.96,calico,1,bw
131072,1405.12,calico,1,bw
262144,1937.44,calico,1,bw
524288,2149.26,calico,1,bw
1048576,2316.24,calico,1,bw
2097152,2470.78,calico,1,bw
4194304,2515.12,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.21,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.43,calico,1,bw
128,6.86,calico,1,bw
256,9.72,calico,1,bw
512,19.55,calico,1,bw
1024,38.81,calico,1,bw
2048,59.75,calico,1,bw
4096,117.5,calico,1,bw
8192,233.09,calico,1,bw
16384,465.96,calico,1,bw
32768,875.86,calico,1,bw
65536,721.17,calico,1,bw
131072,1400.64,calico,1,bw
262144,1918.25,calico,1,bw
524288,2162.2,calico,1,bw
1048576,2312.55,calico,1,bw
2097152,2463.02,calico,1,bw
4194304,2513.8,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.21,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.44,calico,1,bw
128,6.86,calico,1,bw
256,9.72,calico,1,bw
512,19.36,calico,1,bw
1024,38.79,calico,1,bw
2048,59.66,calico,1,bw
4096,117.38,calico,1,bw
8192,232.91,calico,1,bw
16384,462.94,calico,1,bw
32768,879.18,calico,1,bw
65536,720.26,calico,1,bw
131072,1397.76,calico,1,bw
262144,1909.0,calico,1,bw
524288,2162.52,calico,1,bw
1048576,2311.12,calico,1,bw
2097152,2465.95,calico,1,bw
4194304,2519.47,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.21,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.44,calico,1,bw
128,6.87,calico,1,bw
256,9.69,calico,1,bw
512,21.85,calico,1,bw
1024,38.68,calico,1,bw
2048,59.48,calico,1,bw
4096,116.95,calico,1,bw
8192,231.98,calico,1,bw
16384,462.98,calico,1,bw
32768,880.92,calico,1,bw
65536,730.25,calico,1,bw
131072,1409.31,calico,1,bw
262144,1909.41,calico,1,bw
524288,2151.97,calico,1,bw
1048576,2305.7,calico,1,bw
2097152,2462.88,calico,1,bw
4194304,2510.82,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.44,calico,1,bw
128,6.87,calico,1,bw
256,9.74,calico,1,bw
512,19.48,calico,1,bw
1024,38.84,calico,1,bw
2048,59.94,calico,1,bw
4096,117.8,calico,1,bw
8192,234.06,calico,1,bw
16384,464.43,calico,1,bw
32768,884.39,calico,1,bw
65536,724.14,calico,1,bw
131072,1396.94,calico,1,bw
262144,1931.13,calico,1,bw
524288,2152.16,calico,1,bw
1048576,2318.53,calico,1,bw
2097152,2470.78,calico,1,bw
4194304,2514.97,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.46,calico,1,bw
128,6.9,calico,1,bw
256,9.77,calico,1,bw
512,19.54,calico,1,bw
1024,38.94,calico,1,bw
2048,60.0,calico,1,bw
4096,117.7,calico,1,bw
8192,234.01,calico,1,bw
16384,462.83,calico,1,bw
32768,881.93,calico,1,bw
65536,719.18,calico,1,bw
131072,1402.21,calico,1,bw
262144,1934.28,calico,1,bw
524288,2158.2,calico,1,bw
1048576,2321.09,calico,1,bw
2097152,2471.22,calico,1,bw
4194304,2524.24,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.21,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.71,calico,1,bw
64,3.43,calico,1,bw
128,6.84,calico,1,bw
256,9.69,calico,1,bw
512,19.4,calico,1,bw
1024,38.74,calico,1,bw
2048,59.91,calico,1,bw
4096,117.73,calico,1,bw
8192,233.56,calico,1,bw
16384,465.14,calico,1,bw
32768,883.39,calico,1,bw
65536,716.9,calico,1,bw
131072,1391.55,calico,1,bw
262144,1914.87,calico,1,bw
524288,2149.51,calico,1,bw
1048576,2315.95,calico,1,bw
2097152,2466.62,calico,1,bw
4194304,2522.31,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.87,calico,1,bw
32,1.73,calico,1,bw
64,3.45,calico,1,bw
128,6.91,calico,1,bw
256,9.78,calico,1,bw
512,19.59,calico,1,bw
1024,39.14,calico,1,bw
2048,60.26,calico,1,bw
4096,118.1,calico,1,bw
8192,234.96,calico,1,bw
16384,465.51,calico,1,bw
32768,1383.55,calico,1,bw
65536,722.28,calico,1,bw
131072,1391.47,calico,1,bw
262144,1944.68,calico,1,bw
524288,2146.09,calico,1,bw
1048576,2308.65,calico,1,bw
2097152,2468.58,calico,1,bw
4194304,2517.82,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.45,calico,1,bw
128,6.89,calico,1,bw
256,13.76,calico,1,bw
512,19.46,calico,1,bw
1024,38.88,calico,1,bw
2048,60.07,calico,1,bw
4096,117.73,calico,1,bw
8192,233.75,calico,1,bw
16384,464.43,calico,1,bw
32768,883.29,calico,1,bw
65536,723.77,calico,1,bw
131072,1409.47,calico,1,bw
262144,1923.59,calico,1,bw
524288,2163.97,calico,1,bw
1048576,2322.65,calico,1,bw
2097152,2470.89,calico,1,bw
4194304,2519.58,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.73,calico,1,bw
64,3.45,calico,1,bw
128,6.89,calico,1,bw
256,9.78,calico,1,bw
512,19.61,calico,1,bw
1024,39.05,calico,1,bw
2048,60.27,calico,1,bw
4096,118.35,calico,1,bw
8192,235.44,calico,1,bw
16384,469.15,calico,1,bw
32768,897.77,calico,1,bw
65536,723.62,calico,1,bw
131072,1393.58,calico,1,bw
262144,1937.97,calico,1,bw
524288,2153.43,calico,1,bw
1048576,2313.85,calico,1,bw
2097152,2469.49,calico,1,bw
4194304,2519.55,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.87,calico,1,bw
32,1.73,calico,1,bw
64,3.46,calico,1,bw
128,6.91,calico,1,bw
256,13.81,calico,1,bw
512,19.61,calico,1,bw
1024,39.2,calico,1,bw
2048,60.52,calico,1,bw
4096,118.77,calico,1,bw
8192,236.31,calico,1,bw
16384,469.36,calico,1,bw
32768,903.51,calico,1,bw
65536,725.1,calico,1,bw
131072,1398.55,calico,1,bw
262144,1934.51,calico,1,bw
524288,2140.58,calico,1,bw
1048576,2310.6,calico,1,bw
2097152,2465.15,calico,1,bw
4194304,2507.75,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.73,calico,1,bw
64,3.45,calico,1,bw
128,6.9,calico,1,bw
256,9.76,calico,1,bw
512,19.65,calico,1,bw
1024,39.02,calico,1,bw
2048,60.08,calico,1,bw
4096,117.83,calico,1,bw
8192,233.79,calico,1,bw
16384,465.05,calico,1,bw
32768,880.66,calico,1,bw
65536,722.52,calico,1,bw
131072,1407.76,calico,1,bw
262144,1923.73,calico,1,bw
524288,2151.99,calico,1,bw
1048576,2315.86,calico,1,bw
2097152,2461.67,calico,1,bw
4194304,2516.27,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.73,calico,1,bw
64,3.46,calico,1,bw
128,6.9,calico,1,bw
256,9.8,calico,1,bw
512,19.62,calico,1,bw
1024,39.17,calico,1,bw
2048,60.29,calico,1,bw
4096,118.25,calico,1,bw
8192,235.43,calico,1,bw
16384,468.35,calico,1,bw
32768,887.44,calico,1,bw
65536,723.11,calico,1,bw
131072,1404.22,calico,1,bw
262144,1921.23,calico,1,bw
524288,2161.9,calico,1,bw
1048576,2326.69,calico,1,bw
2097152,2475.73,calico,1,bw
4194304,2512.72,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.73,calico,1,bw
64,3.45,calico,1,bw
128,6.88,calico,1,bw
256,13.78,calico,1,bw
512,19.4,calico,1,bw
1024,38.85,calico,1,bw
2048,60.19,calico,1,bw
4096,118.3,calico,1,bw
8192,236.15,calico,1,bw
16384,468.22,calico,1,bw
32768,1400.94,calico,1,bw
65536,724.0,calico,1,bw
131072,1397.82,calico,1,bw
262144,1943.74,calico,1,bw
524288,2154.44,calico,1,bw
1048576,2321.64,calico,1,bw
2097152,2474.51,calico,1,bw
4194304,2511.8,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.22,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.73,calico,1,bw
64,3.45,calico,1,bw
128,6.89,calico,1,bw
256,13.77,calico,1,bw
512,19.47,calico,1,bw
1024,38.96,calico,1,bw
2048,60.13,calico,1,bw
4096,118.09,calico,1,bw
8192,234.76,calico,1,bw
16384,466.02,calico,1,bw
32768,902.18,calico,1,bw
65536,727.46,calico,1,bw
131072,1402.68,calico,1,bw
262144,1928.82,calico,1,bw
524288,2154.1,calico,1,bw
1048576,2321.99,calico,1,bw
2097152,2471.89,calico,1,bw
4194304,2508.42,calico,1,bw
1,0.05,calico,1,bw
2,0.11,calico,1,bw
4,0.21,calico,1,bw
8,0.43,calico,1,bw
16,0.86,calico,1,bw
32,1.72,calico,1,bw
64,3.44,calico,1,bw
128,6.87,calico,1,bw
256,9.74,calico,1,bw
512,19.4,calico,1,bw
1024,38.86,calico,1,bw
2048,60.12,calico,1,bw
4096,118.06,calico,1,bw
8192,234.8,calico,1,bw
16384,465.78,calico,1,bw
32768,1367.56,calico,1,bw
65536,724.94,calico,1,bw
131072,1408.01,calico,1,bw
262144,1934.45,calico,1,bw
524288,2158.96,calico,1,bw
1048576,2317.81,calico,1,bw
2097152,2470.52,calico,1,bw
