Size,Measure,CNI,Nodes,Benchmark
4,0.62,flannel,2,bibw
8,1.23,flannel,2,bibw
16,2.42,flannel,2,bibw
32,4.85,flannel,2,bibw
64,9.73,flannel,2,bibw
128,17.28,flannel,2,bibw
256,38.28,flannel,2,bibw
512,75.22,flannel,2,bibw
1024,149.21,flannel,2,bibw
2048,241.5,flannel,2,bibw
4096,453.34,flannel,2,bibw
8192,648.9,flannel,2,bibw
16384,761.71,flannel,2,bibw
32768,842.15,flannel,2,bibw
65536,851.22,flannel,2,bibw
131072,1127.01,flannel,2,bibw
262144,1363.89,flannel,2,bibw
524288,1576.82,flannel,2,bibw
1048576,1695.97,flannel,2,bibw
2097152,1717.51,flannel,2,bibw
4194304,1675.28,flannel,2,bibw
1,0.07,flannel,2,bw
2,0.15,flannel,2,bw
4,0.38,flannel,2,bw
8,0.82,flannel,2,bw
16,1.77,flannel,2,bw
32,3.56,flannel,2,bw
64,7.15,flannel,2,bw
128,14.31,flannel,2,bw
256,28.32,flannel,2,bw
512,55.31,flannel,2,bw
1024,109.67,flannel,2,bw
2048,195.84,flannel,2,bw
4096,394.14,flannel,2,bw
8192,800.02,flannel,2,bw
16384,1169.47,flannel,2,bw
32768,1314.7,flannel,2,bw
65536,1146.51,flannel,2,bw
131072,1490.49,flannel,2,bw
262144,1687.22,flannel,2,bw
524288,1783.59,flannel,2,bw
1048576,1840.8,flannel,2,bw
2097152,1868.1,flannel,2,bw
4194304,1877.58,flannel,2,bw
1,0.11,flannel,2,bw
2,0.23,flannel,2,bw
4,0.45,flannel,2,bw
8,0.9,flannel,2,bw
16,1.82,flannel,2,bw
32,3.64,flannel,2,bw
64,7.3,flannel,2,bw
128,14.59,flannel,2,bw
256,28.2,flannel,2,bw
512,57.56,flannel,2,bw
1024,115.66,flannel,2,bw
2048,221.38,flannel,2,bw
4096,434.61,flannel,2,bw
8192,776.14,flannel,2,bw
16384,1061.3,flannel,2,bw
32768,1195.15,flannel,2,bw
65536,1100.63,flannel,2,bw
131072,1304.64,flannel,2,bw
262144,1414.57,flannel,2,bw
524288,1477.35,flannel,2,bw
1048576,1509.68,flannel,2,bw
2097152,1573.29,flannel,2,bw
4194304,1519.16,flannel,2,bw
1,0.07,flannel,2,bw
2,0.22,flannel,2,bw
4,0.45,flannel,2,bw
8,0.9,flannel,2,bw
16,1.81,flannel,2,bw
32,3.61,flannel,2,bw
64,7.17,flannel,2,bw
128,14.36,flannel,2,bw
256,28.32,flannel,2,bw
512,55.75,flannel,2,bw
1024,110.4,flannel,2,bw
2048,191.72,flannel,2,bw
4096,414.46,flannel,2,bw
8192,757.59,flannel,2,bw
16384,1054.3,flannel,2,bw
32768,1294.59,flannel,2,bw
65536,1119.33,flannel,2,bw
131072,1474.19,flannel,2,bw
262144,1687.16,flannel,2,bw
524288,1781.89,flannel,2,bw
1048576,1833.33,flannel,2,bw
2097152,1857.31,flannel,2,bw
4194304,1871.08,flannel,2,bw
1,0.07,flannel,2,bw
2,0.18,flannel,2,bw
4,0.42,flannel,2,bw
8,0.9,flannel,2,bw
16,1.8,flannel,2,bw
32,3.58,flannel,2,bw
64,7.16,flannel,2,bw
128,14.34,flannel,2,bw
256,27.67,flannel,2,bw
512,55.23,flannel,2,bw
1024,109.16,flannel,2,bw
2048,190.25,flannel,2,bw
4096,389.31,flannel,2,bw
8192,795.81,flannel,2,bw
16384,1213.42,flannel,2,bw
32768,1482.25,flannel,2,bw
65536,1322.85,flannel,2,bw
131072,1545.46,flannel,2,bw
262144,1681.41,flannel,2,bw
524288,1773.78,flannel,2,bw
1048576,1822.59,flannel,2,bw
2097152,1865.63,flannel,2,bw
4194304,1883.4,flannel,2,bw
1,0.07,flannel,2,bw
2,0.19,flannel,2,bw
4,0.38,flannel,2,bw
8,0.85,flannel,2,bw
16,1.77,flannel,2,bw
32,3.6,flannel,2,bw
64,7.2,flannel,2,bw
128,14.46,flannel,2,bw
256,28.73,flannel,2,bw
512,56.57,flannel,2,bw
1024,114.07,flannel,2,bw
2048,204.3,flannel,2,bw
4096,431.93,flannel,2,bw
8192,800.48,flannel,2,bw
16384,1164.52,flannel,2,bw
32768,1289.91,flannel,2,bw
65536,1120.67,flannel,2,bw
131072,1472.63,flannel,2,bw
262144,1676.55,flannel,2,bw
524288,1779.4,flannel,2,bw
1048576,1833.61,flannel,2,bw
2097152,1856.76,flannel,2,bw
4194304,1871.51,flannel,2,bw
1,0.07,flannel,2,bw
2,0.17,flannel,2,bw
4,0.38,flannel,2,bw
8,0.84,flannel,2,bw
16,1.75,flannel,2,bw
32,3.58,flannel,2,bw
64,7.14,flannel,2,bw
128,14.18,flannel,2,bw
256,28.1,flannel,2,bw
512,55.43,flannel,2,bw
1024,112.27,flannel,2,bw
2048,192.52,flannel,2,bw
4096,421.43,flannel,2,bw
8192,783.43,flannel,2,bw
16384,1144.0,flannel,2,bw
32768,1303.64,flannel,2,bw
65536,1096.09,flannel,2,bw
131072,1474.67,flannel,2,bw
262144,1679.76,flannel,2,bw
524288,1777.1,flannel,2,bw
1048576,1822.06,flannel,2,bw
2097152,1857.1,flannel,2,bw
4194304,1872.94,flannel,2,bw
1,0.07,flannel,2,bw
2,0.17,flannel,2,bw
4,0.4,flannel,2,bw
8,0.88,flannel,2,bw
16,1.77,flannel,2,bw
32,3.55,flannel,2,bw
64,7.06,flannel,2,bw
128,14.05,flannel,2,bw
256,28.07,flannel,2,bw
512,55.46,flannel,2,bw
1024,109.79,flannel,2,bw
2048,200.57,flannel,2,bw
4096,409.72,flannel,2,bw
8192,758.37,flannel,2,bw
16384,1236.56,flannel,2,bw
32768,1456.87,flannel,2,bw
65536,1207.33,flannel,2,bw
131072,1501.53,flannel,2,bw
262144,1684.9,flannel,2,bw
524288,1779.53,flannel,2,bw
1048576,1822.89,flannel,2,bw
2097152,1854.23,flannel,2,bw
4194304,1863.49,flannel,2,bw
1,0.07,flannel,2,bw
2,0.19,flannel,2,bw
4,0.42,flannel,2,bw
8,0.89,flannel,2,bw
16,1.79,flannel,2,bw
32,3.58,flannel,2,bw
64,7.12,flannel,2,bw
128,14.19,flannel,2,bw
256,27.6,flannel,2,bw
512,55.89,flannel,2,bw
1024,112.23,flannel,2,bw
2048,215.31,flannel,2,bw
4096,415.41,flannel,2,bw
8192,710.81,flannel,2,bw
16384,1090.35,flannel,2,bw
32768,1180.9,flannel,2,bw
65536,1061.53,flannel,2,bw
131072,1464.05,flannel,2,bw
262144,1701.08,flannel,2,bw
524288,1783.91,flannel,2,bw
1048576,1845.14,flannel,2,bw
2097152,1874.79,flannel,2,bw
4194304,1884.61,flannel,2,bw
1,0.07,flannel,2,bw
2,0.16,flannel,2,bw
4,0.4,flannel,2,bw
8,0.84,flannel,2,bw
16,1.77,flannel,2,bw
32,3.57,flannel,2,bw
64,7.14,flannel,2,bw
128,14.25,flannel,2,bw
256,27.69,flannel,2,bw
512,55.77,flannel,2,bw
1024,113.12,flannel,2,bw
2048,215.5,flannel,2,bw
4096,413.59,flannel,2,bw
8192,813.83,flannel,2,bw
16384,1155.68,flannel,2,bw
32768,1367.4,flannel,2,bw
65536,1253.89,flannel,2,bw
131072,1526.2,flannel,2,bw
262144,1690.84,flannel,2,bw
524288,1788.32,flannel,2,bw
1048576,1838.33,flannel,2,bw
2097152,1864.16,flannel,2,bw
4194304,1875.09,flannel,2,bw
1,0.08,flannel,2,bw
2,0.19,flannel,2,bw
4,0.42,flannel,2,bw
8,0.84,flannel,2,bw
16,1.66,flannel,2,bw
32,3.44,flannel,2,bw
64,7.1,flannel,2,bw
128,14.28,flannel,2,bw
256,27.88,flannel,2,bw
512,55.5,flannel,2,bw
1024,114.38,flannel,2,bw
2048,219.33,flannel,2,bw
4096,424.38,flannel,2,bw
8192,720.58,flannel,2,bw
16384,966.44,flannel,2,bw
32768,941.37,flannel,2,bw
65536,917.77,flannel,2,bw
131072,1405.95,flannel,2,bw
262144,1704.47,flannel,2,bw
524288,1798.95,flannel,2,bw
1048576,1852.9,flannel,2,bw
2097152,1882.42,flannel,2,bw
4194304,1894.49,flannel,2,bw
1,0.07,flannel,2,bw
2,0.15,flannel,2,bw
4,0.4,flannel,2,bw
8,0.82,flannel,2,bw
16,1.78,flannel,2,bw
32,3.57,flannel,2,bw
64,7.12,flannel,2,bw
128,14.22,flannel,2,bw
256,27.99,flannel,2,bw
512,55.02,flannel,2,bw
1024,108.37,flannel,2,bw
2048,198.54,flannel,2,bw
4096,400.7,flannel,2,bw
8192,809.59,flannel,2,bw
16384,1270.89,flannel,2,bw
32768,1480.01,flannel,2,bw
65536,1255.33,flannel,2,bw
131072,1523.35,flannel,2,bw
262144,1693.82,flannel,2,bw
524288,1792.12,flannel,2,bw
1048576,1841.28,flannel,2,bw
2097152,1868.97,flannel,2,bw
4194304,1883.47,flannel,2,bw
1,0.07,flannel,2,bw
2,0.15,flannel,2,bw
4,0.38,flannel,2,bw
8,0.84,flannel,2,bw
16,1.78,flannel,2,bw
32,3.57,flannel,2,bw
64,7.09,flannel,2,bw
128,14.34,flannel,2,bw
256,28.3,flannel,2,bw
512,55.56,flannel,2,bw
1024,110.38,flannel,2,bw
2048,191.56,flannel,2,bw
4096,391.22,flannel,2,bw
8192,796.44,flannel,2,bw
16384,1157.64,flannel,2,bw
32768,1310.3,flannel,2,bw
65536,1138.05,flannel,2,bw
131072,1485.52,flannel,2,bw
262144,1677.57,flannel,2,bw
524288,1779.04,flannel,2,bw
1048576,1834.01,flannel,2,bw
2097152,1854.28,flannel,2,bw
4194304,1870.31,flannel,2,bw
1,0.07,flannel,2,bw
2,0.19,flannel,2,bw
4,0.42,flannel,2,bw
8,0.9,flannel,2,bw
16,1.79,flannel,2,bw
32,3.6,flannel,2,bw
64,7.19,flannel,2,bw
128,14.34,flannel,2,bw
256,28.52,flannel,2,bw
512,55.53,flannel,2,bw
1024,113.47,flannel,2,bw
2048,196.85,flannel,2,bw
4096,397.32,flannel,2,bw
8192,804.75,flannel,2,bw
16384,1170.61,flannel,2,bw
32768,1345.64,flannel,2,bw
65536,1134.67,flannel,2,bw
131072,1508.0,flannel,2,bw
262144,1696.06,flannel,2,bw
524288,1801.41,flannel,2,bw
1048576,1853.42,flannel,2,bw
2097152,1880.31,flannel,2,bw
4194304,1892.77,flannel,2,bw
1,0.07,flannel,2,bw
2,0.17,flannel,2,bw
4,0.4,flannel,2,bw
8,0.88,flannel,2,bw
16,1.78,flannel,2,bw
32,3.59,flannel,2,bw
64,7.17,flannel,2,bw
128,14.32,flannel,2,bw
256,28.58,flannel,2,bw
512,56.9,flannel,2,bw
1024,113.83,flannel,2,bw
2048,220.19,flannel,2,bw
4096,423.25,flannel,2,bw
8192,818.53,flannel,2,bw
16384,1166.31,flannel,2,bw
32768,1309.88,flannel,2,bw
65536,1146.4,flannel,2,bw
131072,1500.67,flannel,2,bw
262144,1684.98,flannel,2,bw
524288,1783.14,flannel,2,bw
1048576,1836.64,flannel,2,bw
2097152,1855.63,flannel,2,bw
4194304,1875.41,flannel,2,bw
1,0.07,flannel,2,bw
2,0.16,flannel,2,bw
4,0.38,flannel,2,bw
8,0.81,flannel,2,bw
16,1.71,flannel,2,bw
32,3.51,flannel,2,bw
64,7.1,flannel,2,bw
128,14.21,flannel,2,bw
256,27.62,flannel,2,bw
512,55.97,flannel,2,bw
1024,113.17,flannel,2,bw
2048,222.02,flannel,2,bw
4096,421.97,flannel,2,bw
8192,807.22,flannel,2,bw
16384,1119.04,flannel,2,bw
32768,1266.74,flannel,2,bw
65536,1091.01,flannel,2,bw
131072,1478.84,flannel,2,bw
262144,1687.24,flannel,2,bw
524288,1781.94,flannel,2,bw
1048576,1829.6,flannel,2,bw
2097152,1851.76,flannel,2,bw
4194304,1870.76,flannel,2,bw
1,0.08,flannel,2,bw
2,0.15,flannel,2,bw
4,0.4,flannel,2,bw
8,0.81,flannel,2,bw
16,1.61,flannel,2,bw
32,3.22,flannel,2,bw
64,6.43,flannel,2,bw
128,12.9,flannel,2,bw
256,24.2,flannel,2,bw
512,48.12,flannel,2,bw
1024,99.32,flannel,2,bw
2048,188.61,flannel,2,bw
4096,361.19,flannel,2,bw
8192,679.67,flannel,2,bw
16384,1112.01,flannel,2,bw
32768,1205.4,flannel,2,bw
65536,977.49,flannel,2,bw
131072,1354.65,flannel,2,bw
262144,1638.09,flannel,2,bw
524288,1768.44,flannel,2,bw
1048576,1819.36,flannel,2,bw
2097152,1869.37,flannel,2,bw
4194304,1888.93,flannel,2,bw
1,0.11,flannel,2,bw
2,0.23,flannel,2,bw
4,0.45,flannel,2,bw
8,0.91,flannel,2,bw
16,1.81,flannel,2,bw
32,3.62,flannel,2,bw
64,7.26,flannel,2,bw
128,14.52,flannel,2,bw
256,27.52,flannel,2,bw
512,55.37,flannel,2,bw
1024,116.1,flannel,2,bw
2048,222.96,flannel,2,bw
4096,429.65,flannel,2,bw
8192,718.45,flannel,2,bw
16384,994.55,flannel,2,bw
32768,1168.86,flannel,2,bw
65536,1028.63,flannel,2,bw
131072,1289.5,flannel,2,bw
262144,1410.65,flannel,2,bw
524288,1505.12,flannel,2,bw
1048576,1511.33,flannel,2,bw
2097152,1563.81,flannel,2,bw
4194304,1515.87,flannel,2,bw
1,0.07,flannel,2,bw
2,0.15,flannel,2,bw
4,0.29,flannel,2,bw
8,0.59,flannel,2,bw
16,1.37,flannel,2,bw
32,3.21,flannel,2,bw
64,6.88,flannel,2,bw
128,14.15,flannel,2,bw
256,27.52,flannel,2,bw
512,55.53,flannel,2,bw
1024,112.56,flannel,2,bw
2048,196.7,flannel,2,bw
4096,395.23,flannel,2,bw
8192,798.9,flannel,2,bw
16384,1161.07,flannel,2,bw
32768,1301.48,flannel,2,bw
65536,1092.88,flannel,2,bw
131072,1481.84,flannel,2,bw
262144,1691.51,flannel,2,bw
524288,1796.73,flannel,2,bw
1048576,1853.28,flannel,2,bw
2097152,1879.03,flannel,2,bw
4194304,1892.2,flannel,2,bw
1,0.07,flannel,2,bw
2,0.15,flannel,2,bw
4,0.41,flannel,2,bw
8,0.84,flannel,2,bw
16,1.76,flannel,2,bw
32,3.58,flannel,2,bw
64,7.17,flannel,2,bw
128,14.21,flannel,2,bw
256,28.45,flannel,2,bw
512,55.4,flannel,2,bw
1024,113.2,flannel,2,bw
2048,194.84,flannel,2,bw
4096,391.52,flannel,2,bw
8192,810.29,flannel,2,bw
16384,1175.26,flannel,2,bw
32768,1465.83,flannel,2,bw
65536,1184.36,flannel,2,bw
131072,1484.87,flannel,2,bw
262144,1663.05,flannel,2,bw
524288,1786.49,flannel,2,bw
1048576,1829.52,flannel,2,bw
2097152,1858.27,flannel,2,bw
4194304,1868.72,flannel,2,bw
1,0.07,flannel,2,bw
2,0.18,flannel,2,bw
4,0.4,flannel,2,bw
8,0.88,flannel,2,bw
16,1.78,flannel,2,bw
32,3.56,flannel,2,bw
64,7.12,flannel,2,bw
128,14.21,flannel,2,bw
256,27.8,flannel,2,bw
512,55.56,flannel,2,bw
1024,112.65,flannel,2,bw
2048,214.98,flannel,2,bw
4096,438.21,flannel,2,bw
8192,777.9,flannel,2,bw
16384,1172.75,flannel,2,bw
32768,1405.9,flannel,2,bw
65536,1310.23,flannel,2,bw
131072,1529.27,flannel,2,bw
262144,1667.41,flannel,2,bw
524288,1752.81,flannel,2,bw
1048576,1802.92,flannel,2,bw
2097152,1835.41,flannel,2,bw
4194304,1853.55,flannel,2,bw
1,0.07,flannel,2,bw
2,0.16,flannel,2,bw
4,0.36,flannel,2,bw
8,0.84,flannel,2,bw
16,1.78,flannel,2,bw
32,3.58,flannel,2,bw
64,7.17,flannel,2,bw
128,14.37,flannel,2,bw
256,28.34,flannel,2,bw
512,55.49,flannel,2,bw
1024,109.84,flannel,2,bw
2048,182.49,flannel,2,bw
4096,395.42,flannel,2,bw
8192,790.19,flannel,2,bw
16384,1139.51,flannel,2,bw
32768,1479.53,flannel,2,bw
65536,1244.02,flannel,2,bw
131072,1485.87,flannel,2,bw
262144,1666.72,flannel,2,bw
524288,1759.42,flannel,2,bw
1048576,1807.1,flannel,2,bw
2097152,1832.76,flannel,2,bw
4194304,1845.14,flannel,2,bw
1,0.08,flannel,2,bw
2,0.18,flannel,2,bw
4,0.4,flannel,2,bw
8,0.8,flannel,2,bw
16,1.59,flannel,2,bw
32,3.21,flannel,2,bw
64,6.42,flannel,2,bw
128,12.87,flannel,2,bw
256,24.25,flannel,2,bw
512,48.08,flannel,2,bw
1024,99.15,flannel,2,bw
2048,187.65,flannel,2,bw
4096,360.65,flannel,2,bw
8192,679.91,flannel,2,bw
16384,1124.01,flannel,2,bw
32768,1215.92,flannel,2,bw
65536,969.5,flannel,2,bw
131072,1348.86,flannel,2,bw
262144,1628.01,flannel,2,bw
524288,1752.65,flannel,2,bw
1048576,1827.18,flannel,2,bw
2097152,1858.75,flannel,2,bw
4194304,1877.84,flannel,2,bw
1,0.07,flannel,2,bw
2,0.15,flannel,2,bw
4,0.4,flannel,2,bw
8,0.86,flannel,2,bw
16,1.76,flannel,2,bw
32,3.52,flannel,2,bw
64,7.16,flannel,2,bw
128,14.37,flannel,2,bw
256,28.57,flannel,2,bw
512,54.38,flannel,2,bw
1024,112.84,flannel,2,bw
2048,194.98,flannel,2,bw
4096,413.88,flannel,2,bw
8192,708.4,flannel,2,bw
16384,960.49,flannel,2,bw
32768,889.98,flannel,2,bw
65536,916.27,flannel,2,bw
131072,1383.92,flannel,2,bw
262144,1660.95,flannel,2,bw
524288,1756.5,flannel,2,bw
1048576,1809.31,flannel,2,bw
2097152,1833.84,flannel,2,bw
4194304,1844.18,flannel,2,bw
1,0.07,flannel,2,bw
2,0.15,flannel,2,bw
4,0.37,flannel,2,bw
8,0.78,flannel,2,bw
16,1.57,flannel,2,bw
32,3.46,flannel,2,bw
64,7.11,flannel,2,bw
128,14.23,flannel,2,bw
256,28.18,flannel,2,bw
512,55.45,flannel,2,bw
1024,112.93,flannel,2,bw
2048,196.23,flannel,2,bw
4096,391.28,flannel,2,bw
8192,792.57,flannel,2,bw
16384,1151.89,flannel,2,bw
32768,1289.97,flannel,2,bw
65536,1089.16,flannel,2,bw
131072,1477.63,flannel,2,bw
262144,1657.71,flannel,2,bw
524288,1759.89,flannel,2,bw
1048576,1811.12,flannel,2,bw
2097152,1835.4,flannel,2,bw
4194304,1848.81,flannel,2,bw
1,0.07,flannel,2,bw
2,0.16,flannel,2,bw
4,0.4,flannel,2,bw
8,0.87,flannel,2,bw
16,1.77,flannel,2,bw
32,3.56,flannel,2,bw
64,7.07,flannel,2,bw
128,14.16,flannel,2,bw
256,27.77,flannel,2,bw
512,56.62,flannel,2,bw
1024,113.53,flannel,2,bw
2048,221.06,flannel,2,bw
4096,414.71,flannel,2,bw
8192,777.57,flannel,2,bw
16384,1141.08,flannel,2,bw
32768,1309.81,flannel,2,bw
65536,1135.82,flannel,2,bw
131072,1484.03,flannel,2,bw
262144,1698.28,flannel,2,bw
524288,1799.72,flannel,2,bw
1048576,1841.59,flannel,2,bw
2097152,1868.21,flannel,2,bw
4194304,1883.44,flannel,2,bw
1,0.1,flannel,2,bw
2,0.2,flannel,2,bw
4,0.44,flannel,2,bw
8,0.89,flannel,2,bw
16,1.79,flannel,2,bw
32,3.59,flannel,2,bw
64,7.14,flannel,2,bw
128,14.26,flannel,2,bw
256,27.72,flannel,2,bw
512,56.17,flannel,2,bw
1024,114.33,flannel,2,bw
2048,216.02,flannel,2,bw
4096,428.76,flannel,2,bw
8192,718.41,flannel,2,bw
16384,1064.59,flannel,2,bw
32768,1098.54,flannel,2,bw
65536,992.3,flannel,2,bw
131072,1431.63,flannel,2,bw
262144,1660.79,flannel,2,bw
524288,1754.12,flannel,2,bw
1048576,1800.05,flannel,2,bw
2097152,1824.78,flannel,2,bw
4194304,1842.85,flannel,2,bw
1,0.07,flannel,2,bw
2,0.17,flannel,2,bw
4,0.41,flannel,2,bw
8,0.89,flannel,2,bw
16,1.79,flannel,2,bw
32,3.59,flannel,2,bw
64,7.13,flannel,2,bw
128,14.25,flannel,2,bw
256,28.43,flannel,2,bw
512,55.79,flannel,2,bw
1024,110.12,flannel,2,bw
2048,204.21,flannel,2,bw
4096,377.92,flannel,2,bw
8192,824.61,flannel,2,bw
16384,1155.18,flannel,2,bw
32768,1442.21,flannel,2,bw
65536,1202.75,flannel,2,bw
131072,1491.58,flannel,2,bw
262144,1676.47,flannel,2,bw
524288,1769.38,flannel,2,bw
1048576,1806.61,flannel,2,bw
2097152,1841.22,flannel,2,bw
4194304,1848.29,flannel,2,bw
1,0.07,flannel,2,bw
2,0.15,flannel,2,bw
4,0.39,flannel,2,bw
8,0.84,flannel,2,bw
16,1.77,flannel,2,bw
32,3.55,flannel,2,bw
64,7.06,flannel,2,bw
128,14.06,flannel,2,bw
256,27.78,flannel,2,bw
512,55.72,flannel,2,bw
1024,114.77,flannel,2,bw
2048,218.21,flannel,2,bw
4096,419.55,flannel,2,bw
8192,728.03,flannel,2,bw
16384,956.16,flannel,2,bw
32768,919.44,flannel,2,bw
65536,902.27,flannel,2,bw
131072,1378.18,flannel,2,bw
262144,1679.12,flannel,2,bw
524288,1778.92,flannel,2,bw
1048576,1836.58,flannel,2,bw
2097152,1866.27,flannel,2,bw
4194304,1876.33,flannel,2,bw
1,0.07,flannel,2,bw
2,0.15,flannel,2,bw
4,0.37,flannel,2,bw
8,0.78,flannel,2,bw
16,1.7,flannel,2,bw
32,3.56,flannel,2,bw
64,7.15,flannel,2,bw
128,14.33,flannel,2,bw
256,27.74,flannel,2,bw
512,55.46,flannel,2,bw
1024,114.78,flannel,2,bw
2048,219.39,flannel,2,bw
4096,416.66,flannel,2,bw
8192,729.27,flannel,2,bw
16384,1098.62,flannel,2,bw
32768,1239.01,flannel,2,bw
65536,1099.27,flannel,2,bw
131072,1462.84,flannel,2,bw
262144,1681.11,flannel,2,bw
524288,1779.93,flannel,2,bw
1048576,1827.05,flannel,2,bw
2097152,1853.57,flannel,2,bw
4194304,1865.33,flannel,2,bw
1,0.07,flannel,2,bw
2,0.15,flannel,2,bw
4,0.29,flannel,2,bw
8,0.63,flannel,2,bw
16,1.57,flannel,2,bw
32,3.35,flannel,2,bw
64,7.05,flannel,2,bw
128,13.73,flannel,2,bw
256,26.46,flannel,2,bw
512,56.1,flannel,2,bw
1024,114.26,flannel,2,bw
2048,216.18,flannel,2,bw
4096,415.49,flannel,2,bw
8192,775.94,flannel,2,bw
16384,1029.75,flannel,2,bw
32768,1244.53,flannel,2,bw
65536,1064.32,flannel,2,bw
131072,1457.02,flannel,2,bw
262144,1683.43,flannel,2,bw
524288,1785.01,flannel,2,bw
1048576,1837.46,flannel,2,bw
2097152,1861.48,flannel,2,bw
4194304,1873.06,flannel,2,bw
1,38.03,flannel,2,latency
2,38.16,flannel,2,latency
4,37.99,flannel,2,latency
8,38.01,flannel,2,latency
16,37.95,flannel,2,latency
32,38.06,flannel,2,latency
64,38.73,flannel,2,latency
128,38.79,flannel,2,latency
256,38.91,flannel,2,latency
512,39.17,flannel,2,latency
1024,41.1,flannel,2,latency
2048,79.78,flannel,2,latency
4096,74.85,flannel,2,latency
8192,80.7,flannel,2,latency
16384,86.53,flannel,2,latency
32768,121.85,flannel,2,latency
65536,280.56,flannel,2,latency
131072,399.62,flannel,2,latency
262144,603.36,flannel,2,latency
524288,956.45,flannel,2,latency
1048576,1735.23,flannel,2,latency
2097152,3290.63,flannel,2,latency
4194304,6454.13,flannel,2,latency
1,38.23,flannel,2,latency
2,38.17,flannel,2,latency
4,38.11,flannel,2,latency
8,38.21,flannel,2,latency
16,38.21,flannel,2,latency
32,38.21,flannel,2,latency
64,39.09,flannel,2,latency
128,38.87,flannel,2,latency
256,39.0,flannel,2,latency
512,39.24,flannel,2,latency
1024,41.19,flannel,2,latency
2048,79.67,flannel,2,latency
4096,73.95,flannel,2,latency
8192,78.95,flannel,2,latency
16384,85.33,flannel,2,latency
32768,122.62,flannel,2,latency
65536,280.88,flannel,2,latency
131072,397.31,flannel,2,latency
262144,602.2,flannel,2,latency
524288,962.48,flannel,2,latency
1048576,1741.55,flannel,2,latency
2097152,3302.9,flannel,2,latency
4194304,6462.58,flannel,2,latency
1,38.42,flannel,2,latency
2,38.41,flannel,2,latency
4,38.42,flannel,2,latency
8,38.48,flannel,2,latency
16,38.43,flannel,2,latency
32,38.42,flannel,2,latency
64,38.06,flannel,2,latency
128,39.07,flannel,2,latency
256,39.18,flannel,2,latency
512,39.33,flannel,2,latency
1024,41.23,flannel,2,latency
2048,79.07,flannel,2,latency
4096,73.53,flannel,2,latency
8192,76.72,flannel,2,latency
16384,84.1,flannel,2,latency
32768,121.83,flannel,2,latency
65536,277.12,flannel,2,latency
131072,393.35,flannel,2,latency
262144,597.82,flannel,2,latency
524288,956.23,flannel,2,latency
1048576,1740.47,flannel,2,latency
2097152,3303.76,flannel,2,latency
4194304,6465.07,flannel,2,latency
1,38.25,flannel,2,latency
2,38.04,flannel,2,latency
4,33.98,flannel,2,latency
8,32.54,flannel,2,latency
16,32.5,flannel,2,latency
32,34.05,flannel,2,latency
64,33.71,flannel,2,latency
128,38.68,flannel,2,latency
256,35.75,flannel,2,latency
512,35.79,flannel,2,latency
1024,40.34,flannel,2,latency
2048,64.73,flannel,2,latency
4096,66.4,flannel,2,latency
8192,72.63,flannel,2,latency
16384,83.87,flannel,2,latency
32768,118.11,flannel,2,latency
65536,284.32,flannel,2,latency
131072,383.42,flannel,2,latency
262144,577.86,flannel,2,latency
524288,951.1,flannel,2,latency
1048576,1736.72,flannel,2,latency
2097152,3286.12,flannel,2,latency
4194304,6441.5,flannel,2,latency
1,38.03,flannel,2,latency
2,38.07,flannel,2,latency
4,33.66,flannel,2,latency
8,31.97,flannel,2,latency
16,34.84,flannel,2,latency
32,34.46,flannel,2,latency
64,33.69,flannel,2,latency
128,33.86,flannel,2,latency
256,35.98,flannel,2,latency
512,39.15,flannel,2,latency
1024,40.48,flannel,2,latency
2048,79.61,flannel,2,latency
4096,73.86,flannel,2,latency
8192,78.92,flannel,2,latency
16384,85.81,flannel,2,latency
32768,124.35,flannel,2,latency
65536,280.56,flannel,2,latency
131072,398.48,flannel,2,latency
262144,603.3,flannel,2,latency
524288,959.09,flannel,2,latency
1048576,1742.1,flannel,2,latency
2097152,3294.51,flannel,2,latency
4194304,6473.21,flannel,2,latency
1,31.67,flannel,2,latency
2,31.64,flannel,2,latency
4,31.6,flannel,2,latency
8,31.63,flannel,2,latency
16,31.63,flannel,2,latency
32,31.68,flannel,2,latency
64,32.17,flannel,2,latency
128,32.25,flannel,2,latency
256,32.34,flannel,2,latency
512,32.58,flannel,2,latency
1024,33.8,flannel,2,latency
2048,58.18,flannel,2,latency
4096,57.63,flannel,2,latency
8192,61.65,flannel,2,latency
16384,69.54,flannel,2,latency
32768,94.52,flannel,2,latency
65536,224.75,flannel,2,latency
131072,292.27,flannel,2,latency
262144,430.77,flannel,2,latency
524288,698.56,flannel,2,latency
1048576,1329.81,flannel,2,latency
2097152,2470.47,flannel,2,latency
4194304,4924.59,flannel,2,latency
1,38.57,flannel,2,latency
2,38.9,flannel,2,latency
4,38.81,flannel,2,latency
8,38.24,flannel,2,latency
16,38.33,flannel,2,latency
32,38.2,flannel,2,latency
64,38.77,flannel,2,latency
128,38.92,flannel,2,latency
256,38.94,flannel,2,latency
512,39.2,flannel,2,latency
1024,41.28,flannel,2,latency
2048,79.76,flannel,2,latency
4096,73.92,flannel,2,latency
8192,78.21,flannel,2,latency
16384,85.18,flannel,2,latency
32768,122.06,flannel,2,latency
65536,288.05,flannel,2,latency
131072,400.2,flannel,2,latency
262144,603.09,flannel,2,latency
524288,952.95,flannel,2,latency
1048576,1735.57,flannel,2,latency
2097152,3296.76,flannel,2,latency
