Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
64                      5.38          84137.77
128                    10.76          84053.71
256                    16.97          66300.43
512                    33.82          66063.05
1024                   67.30          65718.63
2048                  109.22          53330.47
4096                  215.27          52556.80
8192                  425.40          51928.72
16384                 827.61          50513.09
32768                1857.00          56671.20
65536                1173.08          17899.76
131072               1971.13          15038.51
262144               2680.42          10225.00
524288               2822.01           5382.57
1048576              2908.45           2773.72
2097152              3084.50           1470.80
4194304              3130.91            746.47
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.08          84848.36
2                       0.17          85025.02
4                       0.34          84970.30
8                       0.68          84994.44
16                      1.36          84900.69
32                      2.72          84873.05
64                      5.43          84860.75
128                    10.84          84660.17
256                    20.64          80632.28
512                    34.13          66656.63
1024                   68.04          66442.95
2048                  110.25          53833.40
4096                  216.79          52926.70
8192                  426.21          52027.17
16384                 832.01          50781.90
32768                1849.96          56456.18
65536                1177.02          17959.91
131072               1972.81          15051.34
262144               2681.64          10229.64
524288               2831.13           5399.96
1048576              2913.07           2778.12
2097152              3085.44           1471.25
4194304              3124.61            744.97
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.08          84962.91
2                       0.17          84739.37
4                       0.34          84688.26
8                       0.68          84981.84
16                      1.36          85020.72
32                      2.72          84934.11
64                      5.41          84453.33
128                    10.85          84747.10
256                    17.29          67538.89
512                    39.69          77527.22
1024                   68.53          66922.21
2048                  110.73          54069.11
4096                  218.05          53234.91
8192                  428.98          52365.85
16384                 834.60          50940.21
32768                1862.68          56844.39
65536                1179.00          17990.10
131072               1981.54          15117.93
262144               2685.77          10245.39
524288               2845.47           5427.30
1048576              2915.21           2780.16
2097152              3084.54           1470.82
4194304              3127.51            745.66
Warning: Permanently added '[osu-mbwmr-single-node-worker-1.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-single-node-worker-0.osu-mbwmr-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.08          84712.11
2                       0.17          84823.72
4                       0.34          84823.87
8                       0.68          84449.82
16                      1.36          84804.34
32                      2.72          84851.47
64                      5.42          84723.88
128                    10.82          84550.57
256                    17.10          66805.80
512                    33.95          66315.27
1024                   67.81          66222.96
2048                  109.39          53414.09
4096                  214.75          52428.01
8192                  424.25          51788.87
16384                 823.82          50282.16
32768                1849.09          56429.85
65536                1172.73          17894.44
131072               1965.93          14998.88
262144               2635.46          10053.47
524288               2867.82           5469.94
1048576              2906.74           2772.08
2097152              3083.98           1470.56
4194304              3145.16            749.86
