Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.06
2                      24.06
4                      24.01
8                      24.03
16                     24.08
32                     24.07
64                     24.05
128                    24.07
256                    24.07
512                    18.61
1024                   18.75
2048                   18.53
4096                   20.45
8192                   21.17
16384                  30.77
32768                  44.01
65536                 105.21
131072                122.09
262144                164.92
524288                230.05
1048576               405.53
2097152               728.23
4194304              1611.80
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.00
2                      24.04
4                      24.00
8                      24.04
16                     24.03
32                     24.00
64                     24.01
128                    23.99
256                    24.03
512                    18.76
1024                   18.88
2048                   18.61
4096                   20.84
8192                   21.17
16384                  30.35
32768                  43.95
65536                 104.69
131072                123.58
262144                164.52
524288                231.42
1048576               402.44
2097152               734.73
4194304              1613.51
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.07
2                      24.04
4                      24.02
8                      24.06
16                     24.08
32                     24.05
64                     24.05
128                    24.05
256                    24.03
512                    18.88
1024                   18.93
2048                   18.63
4096                   20.76
8192                   27.84
16384                  30.43
32768                  44.16
65536                 107.00
131072                124.36
262144                179.66
524288                231.90
1048576               400.18
2097152               732.70
4194304              1605.89
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.69
2                      23.71
4                      23.69
8                      23.73
16                     23.73
32                     23.73
64                     23.74
128                    23.69
256                    23.69
512                    18.66
1024                   18.71
2048                   18.53
4096                   20.64
8192                   27.78
16384                  30.07
32768                  45.61
65536                  97.49
131072                114.87
262144                163.32
524288                230.68
1048576               401.28
2097152               733.66
4194304              1607.46
Warning: Permanently added '[osu-multilatency-single-node-worker-0.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.

# OSU MPI Multi Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.05
2                      24.04
4                      24.06
8                      24.06
16                     24.08
32                     24.10
64                     24.09
128                    24.07
256                    24.08
512                    18.96
1024                   18.99
2048                   18.60
4096                   20.68
8192                   21.03
16384                  30.32
32768                  44.26
65536                 105.94
131072                123.56
262144                163.65
524288                230.70
1048576               401.81
2097152               731.85
4194304              1613.02
Warning: Permanently added '[osu-multilatency-single-node-worker-1.osu-multilatency-single-node.osutmp.svc]:2222' (ECDSA) to the list of known hosts.
