Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
# Size                  MB/s        Messages/s
1                       0.07          73444.91
2                       0.17          83850.58
4                       0.37          93109.43
8                       0.79          98297.61
16                      1.57          98356.96
32                      3.14          98199.83
64                      6.29          98338.71
128                    12.48          97467.48
256                    23.75          92781.19
512                    49.77          97212.25
1024                  105.43         102963.41
2048                  184.61          90140.76
4096                  381.22          93071.91
8192                  634.80          77490.84
16384                 732.71          44721.24
32768                 654.01          19958.77
65536                1053.51          16075.22
131072               1522.34          11614.52
262144               1672.28           6379.24
524288               1772.46           3380.70
1048576              1824.22           1739.71
2097152              1845.57            880.04
4194304              1858.95            443.21
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.07          73903.42
2                       0.17          83404.55
4                       0.34          85463.62
8                       0.68          85124.42
16                      1.37          85427.41
32                      2.73          85222.10
64                      5.48          85568.44
128                    10.88          84977.59
256                    21.09          82370.24
512                    42.21          82450.06
1024                   84.61          82623.07
2048                  139.51          68118.64
4096                  272.55          66541.37
8192                  598.73          73087.75
16384                 884.44          53981.92
32768                 706.11          21548.71
65536                 936.36          14287.70
131072               1392.16          10621.37
262144               1580.91           6030.68
524288               1711.50           3264.43
1048576              1786.14           1703.40
2097152              1819.29            867.50
4194304              1836.78            437.92
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.07          71793.09
2                       0.17          83852.46
4                       0.38          94341.17
8                       0.79          98525.13
16                      1.57          98313.53
32                      3.14          98208.61
64                      6.25          97721.81
128                    12.49          97579.76
256                    24.26          94780.36
512                    49.69          97045.89
1024                   99.57          97238.34
2048                  173.79          84860.35
4096                  370.02          90336.30
8192                  623.26          76081.90
16384                 712.96          43515.42
32768                 671.79          20501.45
65536                1085.06          16556.71
131072               1508.57          11509.51
262144               1667.40           6360.62
524288               1766.26           3368.88
1048576              1825.45           1740.89
2097152              1852.34            883.27
4194304              1862.97            444.17
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-1.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
Warning: Permanently added '[osu-mbwmr-multinode-2-worker-0.osu-mbwmr-multinode-2.osu.svc]:2222' (ECDSA) to the list of known hosts.
# OSU MPI Multiple Bandwidth / Message Rate Test v7.4
# [ pairs: 1 ] [ window size: 64 ]
# Datatype: MPI_CHAR.
# Size                  MB/s        Messages/s
1                       0.07          71869.28
2                       0.17          85082.58
4                       0.36          90816.45
8                       0.76          95347.93
16                      1.61         100909.00
32                      3.41         106511.31
64                      6.87         107282.20
128                    13.44         105014.56
256                    26.97         105357.17
512                    52.71         102945.14
1024                  107.90         105366.53
2048                  197.60          96486.62
4096                  385.76          94180.78
8192                  721.64          88091.00
16384                1015.66          61991.18
32768                 751.17          22923.89
65536                1081.51          16502.50
131072               1533.03          11696.06
262144               1679.85           6408.11
524288               1780.45           3395.94
1048576              1836.58           1751.50
2097152              1864.91            889.26
4194304              1876.01            447.28
